,Unnamed: 0,begin,end,filename,shot_id,transcript,daily life,score
5426,5426,00:56:57:23,00:57:00:13,5251033029316736209.xml,1110,I can't deal with this  guilt for much longer.,0.008154232986271381,0.008154232986271381
1512,1512,01:21:22:12,01:21:29:08,5245830105934359183.xml,1513,"You are lovely.  I'm not.  I'm just...  What? You know, I'm just pleased  that you can have this party.",0.008105034939944744,0.008105034939944744
7161,7161,00:32:11:17,00:32:12:11,5253646087419594905.xml,552,I dunno.  A present.  I'll know it  when I see it. Who for?,0.008099301718175411,0.008099301718175411
2650,2650,00:29:49:01,00:29:53:07,5248439298566680341.xml,570,against a cat I don't want  and doesn't even live here?,0.008095810189843178,0.008095810189843178
3520,3520,01:10:52:01,01:10:56:11,5248439298566680341.xml,1440,"I thought so.  See,  I could've told you about chinchillas before you bought him.",0.00809483416378498,0.00809483416378498
19313,19313,00:14:17:11,00:14:20:03,5271844722846213628.xml,283,It didn't go up the vacuum.  I snapped it cos I was jealous.,0.008093645796179771,0.008093645796179771
11233,11233,00:29:34:24,00:29:37:00,5258818087037440299.xml,602,How's she gonna feel when she finds  out she's not even gonna be here for these elections.,0.008093548007309437,0.008093548007309437
1626,1626,01:28:10:13,01:28:13:08,5245830105934359183.xml,1627,This is ridiculous.  It's a family do.  I promised Bianca.,0.00807849783450365,0.00807849783450365
5268,5268,00:48:56:06,00:48:59:18,5251033029316736209.xml,952,Will you stop interrupting my  train of thought?  A prawn one.,0.008069363422691822,0.008069363422691822
7585,7585,00:55:13:13,00:55:22:09,5253646087419594905.xml,976,"What's his name?  OK, you can go now.  Is it drugs, or someone  Daddy didn't approve of? He never approved of anything I did. ",0.008064359426498413,0.008064359426498413
10020,10020,01:16:06:14,01:16:11:13,5256228221757951173.xml,1309,"Well, this is my room.  It seems nice enough, don't it? ",0.00804956816136837,0.00804956816136837
18149,18149,00:33:48:24,00:33:51:07,5269245838135402929.xml,613,Show the Judge that face  and we've no chance.,0.008034755475819111,0.008034755475819111
14288,14288,01:16:05:02,01:16:06:16,5264050645694159353.xml,1439,"Don't mind me, I'm having an early  night if I can, what with all the screeching and banging.",0.008028724230825901,0.008028724230825901
17387,17387,01:45:39:17,01:45:42:13,5266645664934403562.xml,1956,"You can pay me back some day,  if that'll make you feel better.",0.00801999494433403,0.00801999494433403
6617,6617,00:00:49:04,00:00:50:13,5253646087419594905.xml,8,You promised me a day  of Ronnie-Roxy bonding.,0.008013882674276829,0.008013882674276829
7689,7689,01:00:26:00,01:00:38:21,5253646087419594905.xml,1080,"I'm supposed to be at R  Sorry, it went on a bit.  So...what was the problem?  No problem.  Looked like there was, the way you shot across the Square.",0.00801386684179306,0.00801386684179306
3994,3994,01:35:54:03,01:36:06:17,5248439298566680341.xml,1914,"You and Bradley,  you've got it all.  A baby  would be the icing on the cake. Yeah, I thought that once.  I had this stupid idea that  if we had a baby then it'd go back to how it was before... Before?",0.008009176701307297,0.008009176701307297
15086,15086,02:02:58:23,02:03:01:22,5264050645694159353.xml,2237,"She's dead now.  But we were close,  when we were little.",0.00800500437617302,0.00800500437617302
12091,12091,01:13:10:01,01:13:15:19,5258818087037440299.xml,1460,"Cos thanks to your little French  evening, I've had Max sniffing about. I take it you ain't told him yet?  No. I knew you wouldn't!",0.008001616224646568,0.008001616224646568
9934,9934,01:10:56:10,01:11:01:07,5256228221757951173.xml,1223,"Do us a favour, give us a minute.  I know you've got homework  to do, so go on.",0.007997953332960606,0.007997953332960606
8093,8093,01:23:50:07,01:23:52:12,5253646087419594905.xml,1484,"That's what you really want, is it? ",0.007988539524376392,0.007988539524376392
9240,9240,00:31:27:20,00:31:32:12,5256228221757951173.xml,529,What did I say?  Guilt's just  a mistake you haven't taken care of.,0.007974277250468731,0.007974277250468731
12584,12584,01:43:29:10,01:43:31:10,5258818087037440299.xml,1953,Where were you tonight?  Out with friends.,0.007974108681082726,0.007974108681082726
17436,17436,01:49:10:02,01:49:13:10,5266645664934403562.xml,2005,He ain't gonna be chuffed  when he finds out you've been skiving off school.  What you missing?,0.007971370592713356,0.007971370592713356
10156,10156,01:25:13:14,01:25:15:12,5256228221757951173.xml,1445,"I got somebody I want you to meet.  Don't tell me, the parents. We're not there already, are we?",0.007962562143802643,0.007962562143802643
17542,17542,00:00:33:12,00:00:36:15,5269245838135402929.xml,6,We're wasting our time here.,0.007953188382089138,0.007953188382089138
20299,20299,01:06:47:22,01:06:56:02,5271844722846213628.xml,1269,"What's the matter?  You had some news about Max?  Er...yeah, yeah. ",0.007936829701066017,0.007936829701066017
20427,20427,01:13:11:12,01:13:12:15,5271844722846213628.xml,1397,"If you could see that little  defenceless baby, you'd have done the same.",0.007920648902654648,0.007920648902654648
4747,4747,00:22:24:10,00:22:27:13,5251033029316736209.xml,431,The wedding can come later  if that's what you want.,0.007917627692222595,0.007917627692222595
9877,9877,01:07:59:09,01:08:02:04,5256228221757951173.xml,1166,Seriously?  I'm going to be coaching that.,0.007906339131295681,0.007906339131295681
966,966,00:53:12:14,00:53:15:06,5245830105934359183.xml,967,I shouldn't have  doubted you like that.,0.007881813682615757,0.007881813682615757
19238,19238,00:10:08:12,00:10:11:24,5271844722846213628.xml,208,"What does that mean?  The sooner a paediatrician is able to examine her,",0.007875804789364338,0.007875804789364338
17298,17298,01:41:41:09,01:41:45:24,5266645664934403562.xml,1867,Then he just walked out.  Christmas Day 1999. ,0.007859442383050919,0.007859442383050919
2369,2369,00:15:27:07,00:15:32:20,5248439298566680341.xml,289,"I never did quite understand  why Ronnie moved out. She hasn't gone that far away,  and we're still on very good terms.",0.007851743139326572,0.007851743139326572
10957,10957,00:14:18:07,00:14:25:02,5258818087037440299.xml,326,"That sounds like a lot of work.  Got nothing better to do, have I?",0.007848940789699554,0.007848940789699554
1628,1628,01:28:17:23,01:28:19:17,5245830105934359183.xml,1629,What's it gonna be tonight?  You  gonna put him through the window?,0.007844218984246254,0.007844218984246254
14309,14309,01:18:06:01,01:18:07:23,5264050645694159353.xml,1460,Why you doing this?  Cos of Tanya? I love her.  You keep messing it up! Do me a favour!,0.007840801030397415,0.007840801030397415
7773,7773,01:06:07:06,01:06:09:06,5253646087419594905.xml,1164,What happened?  What?,0.007829276844859123,0.007829276844859123
2262,2262,00:10:04:18,00:10:06:00,5248439298566680341.xml,182,"Well, I had a medal.  Now it's gone. ",0.007810812443494797,0.007810812443494797
7960,7960,01:16:56:12,01:16:57:24,5253646087419594905.xml,1351,"What, getting knocked up at fourteen?  No, I don't think so. That young?",0.007806226145476103,0.007806226145476103
10808,10808,00:07:03:06,00:07:04:18,5258818087037440299.xml,177,"How's your father!  Stop it, I haven't got time!",0.007805306930094957,0.007805306930094957
6933,6933,00:18:41:17,00:18:43:09,5253646087419594905.xml,324,"Really?  You and market boy might  wanna get your stories straight. You don't scare me, Max.",0.007789680268615484,0.007789680268615484
10425,10425,01:41:13:16,01:41:15:13,5256228221757951173.xml,1714,Don't you speak about her. ,0.007783900480717421,0.007783900480717421
2841,2841,00:39:41:12,00:39:44:05,5248439298566680341.xml,761,This is a big chance for you.  You'd be mad to say no.,0.0077730705961585045,0.0077730705961585045
20025,20025,00:51:25:18,00:51:28:06,5271844722846213628.xml,995,"It's just a shame they're  not yours then, isn't it?",0.007731110788881779,0.007731110788881779
19398,19398,00:19:25:10,00:19:26:09,5271844722846213628.xml,368,"What about me?  Well, it's a bit late for you to have kids, innit?",0.007726910524070263,0.007726910524070263
1762,1762,01:35:51:15,01:35:54:16,5245830105934359183.xml,1763,"DOORBELL RINGS  Oh, God!  That might be him. Hold me drink.",0.007711772806942463,0.007711772806942463
877,877,00:48:02:09,00:48:06:21,5245830105934359183.xml,878,"And they won't.  Oh, so tarting up second hand rubbish is your idea of providing for them, is it?",0.00770773459225893,0.00770773459225893
21578,21578,00:27:23:23,00:27:26:06,5274434588125702436.xml,485,OK.  I'm sorry for all the things they're saying about your mum.,0.00770722096785903,0.00770722096785903
4588,4588,00:13:44:21,00:13:47:01,5251033029316736209.xml,272,but he don't half make it sound  like a prison sentence.,0.0077010253444314,0.0077010253444314
13844,13844,00:50:15:16,00:50:21:24,5264050645694159353.xml,995,"and as I've been taking  quite a few days off, I'd better come up with the goods.",0.007699630223214626,0.007699630223214626
17441,17441,01:49:28:11,01:49:31:02,5266645664934403562.xml,2010,"you know where to come and hide, eh? ",0.0076939319260418415,0.0076939319260418415
4842,4842,00:26:43:24,00:26:46:07,5251033029316736209.xml,526,Promise? ,0.007690239232033491,0.007690239232033491
5342,5342,00:52:42:18,00:52:45:11,5251033029316736209.xml,1026,"Crying out in agony.  All alone.  And no-one would've been none the wiser, not with Bradley away.",0.007686573546379805,0.007686573546379805
13303,13303,00:22:10:14,00:22:13:03,5264050645694159353.xml,454,No.  Without a physical description... Yeah.,0.007683251053094864,0.007683251053094864
12384,12384,01:31:18:04,01:31:23:13,5258818087037440299.xml,1753,They complain that  women suffocate them.,0.00767571059986949,0.00767571059986949
8984,8984,00:16:14:14,00:16:18:17,5256228221757951173.xml,273,How do you know I'm winding you up? ,0.007671923842281103,0.007671923842281103
8128,8128,01:26:17:12,01:26:20:00,5253646087419594905.xml,1519,What's wrong with her?  How would I know?  She won't talk to anyone.,0.007660760078579187,0.007660760078579187
10943,10943,00:13:40:13,00:13:50:22,5258818087037440299.xml,312,"You've got your own postcode,  but I still ain't wearing that! Come on, you - change.  You just stay right where you are.  I'll make you a nice cup of tea.",0.007656245958060026,0.007656245958060026
4068,4068,01:40:51:24,01:40:55:05,5248439298566680341.xml,1988,"If you were in his pay,  why did he target Penny?",0.007651640102267265,0.007651640102267265
16571,16571,00:59:53:00,00:59:56:00,5266645664934403562.xml,1140,"So yeah, OK, fine,  fine, I'm running away.",0.007642517331987619,0.007642517331987619
17178,17178,01:34:40:03,01:34:42:07,5266645664934403562.xml,1747,I ain't my problem that he's  hitched up with some demented bimbo.,0.007642504759132862,0.007642504759132862
1796,1796,01:37:25:01,01:37:29:01,5245830105934359183.xml,1797,You plonker.  There never was a gun! ,0.007634956855326891,0.007634956855326891
6759,6759,00:09:13:13,00:09:14:10,5253646087419594905.xml,150,"Well, if we had the house  to ourselves... We?",0.007631278596818447,0.007631278596818447
4720,4720,00:20:41:11,00:20:48:13,5251033029316736209.xml,404,How should I know?  Winter weddings are more classy though. Fur and red velvet.  I'd have  Tiff and Whit as bridesmaids.,0.007626746315509081,0.007626746315509081
1686,1686,01:32:09:17,01:32:15:00,5245830105934359183.xml,1687,"Lovable.  Everyone loves ya.  Everyone hates me!  I've got a big mouth, I'm vulgar. ",0.007605117745697498,0.007605117745697498
4468,4468,00:07:31:15,00:07:33:08,5251033029316736209.xml,152,"Well, the severity varies from case  to case. But you're gonna be all right.  Aren't you, soldier?",0.007603831123560667,0.007603831123560667
1564,1564,01:24:21:02,01:24:27:15,5245830105934359183.xml,1565,"Yeah, you didn't provoke  him at all, did ya? Telling him I was noisy in bed. ",0.00760144367814064,0.00760144367814064
20209,20209,01:01:37:01,01:01:39:21,5271844722846213628.xml,1179,Don't even think about it. ,0.007590060122311115,0.007590060122311115
323,323,00:18:54:03,00:18:58:00,5245830105934359183.xml,324,"Blimey, look at you! ",0.0075874850153923035,0.0075874850153923035
9503,9503,00:47:11:19,00:47:14:05,5256228221757951173.xml,792,About what?  About Mr Mitchell.,0.0075735910795629025,0.0075735910795629025
13285,13285,00:21:23:11,00:21:27:19,5264050645694159353.xml,436,"Well, not really.  What?! I'm not saying you're a skiver.  Your GCSEs,",0.0075700730085372925,0.0075700730085372925
16830,16830,01:15:22:07,01:15:24:18,5266645664934403562.xml,1399,I remember when this was taken. ,0.007564098108559847,0.007564098108559847
16931,16931,01:21:02:23,01:21:06:00,5266645664934403562.xml,1500,You're right it was a stupid  thing to say and I was an idiot.,0.007560044061392546,0.007560044061392546
16630,16630,01:03:08:06,01:03:10:20,5266645664934403562.xml,1199,"So, what really is the matter? ",0.007555653341114521,0.007555653341114521
15367,15367,02:20:23:23,02:20:25:12,5264050645694159353.xml,2518,"Sorry to interrupt.  Could you both  step outside, please?",0.007552296854555607,0.007552296854555607
1543,1543,01:22:51:06,01:22:57:06,5245830105934359183.xml,1544,"No, it can't be. ",0.007532805670052767,0.007532805670052767
13628,13628,00:39:16:08,00:39:18:16,5264050645694159353.xml,779,She'll be fine once we get  to France. Whenever that might be.,0.007531964685767889,0.007531964685767889
4828,4828,00:26:05:23,00:26:07:00,5251033029316736209.xml,512,That was for us.  Our new life.  We'll find another way.,0.007521465420722961,0.007521465420722961
3517,3517,01:10:41:02,01:10:42:14,5248439298566680341.xml,1437,So you've gone off Gilbert? ,0.00751656387001276,0.00751656387001276
4948,4948,00:31:45:06,00:31:49:00,5251033029316736209.xml,632,"How?  Without that money...  Last night you said you trusted me, right?",0.007512808311730623,0.007512808311730623
5196,5196,00:44:17:24,00:44:29:24,5251033029316736209.xml,880,"And we've got a cheeky copy of  the dress she wore at the Oscars. I couldn't let you walk on by  without having a butchers.  Here... Oh, yes, you look gorgeous.  £150 in the shops,",0.0075105419382452965,0.0075105419382452965
20733,20733,01:31:26:17,01:31:39:01,5271844722846213628.xml,1703,And didn't I know about it.  You try having your 40th birthday with all your friends and family... then turning round to see  you walk in the door wearing one of my dresses. There are better ways of telling  people you're a transvestite.,0.007495544850826263,0.007495544850826263
13532,13532,00:33:26:14,00:33:28:07,5264050645694159353.xml,683,A walk?!  In those boots? ,0.007495360914617777,0.007495360914617777
12594,12594,01:43:49:16,01:43:52:23,5258818087037440299.xml,1963,What your father is trying  to ask you is if you're gay.,0.007482773158699274,0.007482773158699274
5894,5894,01:21:09:01,01:21:11:15,5251033029316736209.xml,1578,"Well, it's funny.  Different anyway.",0.007459953892976046,0.007459953892976046
1961,1961,01:47:51:23,01:47:53:21,5245830105934359183.xml,1962,What's wrong?  I-I thought you liked me?,0.007447944488376379,0.007447944488376379
13441,13441,00:29:35:12,00:29:40:12,5264050645694159353.xml,592,"A couple weeks ago, he had a gun.  He said he found it...",0.007415782194584608,0.007415782194584608
10313,10313,01:33:34:17,01:33:37:15,5256228221757951173.xml,1602,I haven't worked that one out yet. ,0.007410733494907618,0.007410733494907618
9412,9412,00:40:37:24,00:40:46:05,5256228221757951173.xml,701,"""My dad wasn't like other dads.  He was a lot more cool than most of 'em...""",0.0074061681516468525,0.0074061681516468525
5643,5643,01:08:40:15,01:08:42:05,5251033029316736209.xml,1327,"I'll think about it, all right? ",0.007390924263745546,0.007390924263745546
5168,5168,00:42:46:09,00:42:53:18,5251033029316736209.xml,852,"So, if you give him regular access  on a permanent basis I think he might see a way forward.  Leave you and Jack alone.",0.007389567792415619,0.007389567792415619
1640,1640,01:28:58:05,01:29:02:07,5245830105934359183.xml,1641,"Enjoy the party, yeah. ",0.007379260379821062,0.007379260379821062
16623,16623,01:02:50:03,01:02:55:01,5266645664934403562.xml,1192,Just in case you change your mind. ,0.007376562338322401,0.007376562338322401
18582,18582,01:00:44:22,01:00:51:23,5269245838135402929.xml,1046,"Yeah, I want to put in an order  for the four-tiered mermaid cake, with the marzipan dolphins. For tonight.  A month? ",0.007374507840722799,0.007374507840722799
13881,13881,00:52:02:14,00:52:04:05,5264050645694159353.xml,1032,He's gone. ,0.007373599335551262,0.007373599335551262
2700,2700,00:32:06:11,00:32:09:22,5248439298566680341.xml,620,"but right now I gotta be  somewhere else, babes, OK?",0.007348958402872086,0.007348958402872086
630,630,00:35:28:07,00:35:29:13,5245830105934359183.xml,631,I just thought he was black  because he's Morgan's dad.,0.007335307076573372,0.007335307076573372
18325,18325,00:46:35:14,00:46:38:07,5269245838135402929.xml,789,She has no previous criminal record  and I ask the court's compassion in granting bail,0.0073206545785069466,0.0073206545785069466
2514,2514,00:22:28:16,00:22:31:15,5248439298566680341.xml,434,It's not that I don't want you  to do the play.  Course I do.,0.007314356509596109,0.007314356509596109
14961,14961,01:55:52:24,01:55:56:06,5264050645694159353.xml,2112,"I swear, I didn't know it was  nicked.  I would've reported it.",0.0073140645399689674,0.0073140645399689674
1908,1908,01:44:07:24,01:44:08:20,5245830105934359183.xml,1909,"Hello, stranger. ",0.007313490845263004,0.007313490845263004
9403,9403,00:40:07:21,00:40:09:14,5256228221757951173.xml,692,I think I'll complete the look  with a bottle of champagne.,0.0073127117939293385,0.0073127117939293385
14422,14422,01:24:29:24,01:24:35:08,5264050645694159353.xml,1573,Was it upstairs? ,0.007310089655220509,0.007310089655220509
2427,2427,00:18:45:22,00:18:59:07,5248439298566680341.xml,347,"He's the most amazing kisser.  Is he? I've been thinking. If I pick out a few things,  would you mind coming round tonight and helping me choose what to wear? Course.  No problem.  I can't even look at him.  Every time I do, it makes me feel like I'm blushing.",0.007309869397431612,0.007309869397431612
12015,12015,01:08:55:01,01:08:57:11,5258818087037440299.xml,1384,it'd mean a lot to her. ,0.007306255400180817,0.007306255400180817
5275,5275,00:49:15:13,00:49:18:07,5251033029316736209.xml,959,"There's more to this  than meets the eye. No, really.  Heather,",0.007303671445697546,0.007303671445697546
18580,18580,01:00:39:20,01:00:42:03,5269245838135402929.xml,1044,Max is dead. ,0.007295897230505943,0.007295897230505943
3031,3031,00:48:46:03,00:48:54:00,5248439298566680341.xml,951,"Sweetheart, we were just talking  about you. How'd it go?  We wanna hear all  about it. No big deal.",0.007282435894012451,0.007282435894012451
4660,4660,00:17:26:11,00:17:28:06,5251033029316736209.xml,344,We could go back there.  Just you and me.  We'd be so happy.,0.007274314295500517,0.007274314295500517
21104,21104,00:01:05:06,00:01:09:19,5274434588125702436.xml,11,"You've got theories, you must have.  The wound in your abdomen's  healing well,",0.007264565676450729,0.007264565676450729
17948,17948,00:20:47:23,00:20:49:07,5269245838135402929.xml,412,The product's great.  The sales  we generate tells us that.,0.007254647556692362,0.007254647556692362
3353,3353,01:04:29:23,01:04:31:08,5248439298566680341.xml,1273,"A what?  No, I...  If this is gonna work, let's get one thing straight - I'm a free spirit.",0.007249082904309034,0.007249082904309034
149,149,00:08:59:18,00:09:10:12,5245830105934359183.xml,150,"""A complete workout with  fully-trained instructor..."" A load of blokes in sweaty vests  thinking they're Rocky. We could check it out? ",0.0072466591373085976,0.0072466591373085976
14666,14666,01:37:33:17,01:37:36:07,5264050645694159353.xml,1817,You're not a very good burglar.  I had to get some stuff from the safe.,0.007245365995913744,0.007245365995913744
16421,16421,00:50:24:00,00:50:28:23,5266645664934403562.xml,990,"I don't do this whole  family thing, Rox.",0.007245349697768688,0.007245349697768688
9962,9962,01:12:51:22,01:12:54:05,5256228221757951173.xml,1251,Mussels don't have little faces! ,0.007242731750011444,0.007242731750011444
7462,7462,00:47:33:13,00:47:52:05,5253646087419594905.xml,853,"Hey, Cinders.  I'm good enough for your sister.  I'm in, if you want me.  I don't think a school reunion  is really your scene. That's where you're wrong.  I'd love to see the place where you and Roxy wreaked havoc! You might be disappointed.  I doubt it. Unless you were taught by nuns. ",0.007241925224661827,0.007241925224661827
8821,8821,00:05:50:22,00:05:55:23,5256228221757951173.xml,110,"Yes, darling.  I'm, um, having a little thing  in the gardens later for Frank.",0.007222255226224661,0.007222255226224661
1901,1901,01:43:51:10,01:43:54:14,5245830105934359183.xml,1902,"This is Pat.  You've heard all about  her. Oh, dear, what's she been telling ya?  Terrible things, I bet.",0.007218532729893923,0.007218532729893923
3623,3623,01:15:57:19,01:15:59:00,5248439298566680341.xml,1543,"not like some people.  What, meaning Jack?",0.0072175380773842335,0.0072175380773842335
18352,18352,00:48:14:16,00:48:19:24,5269245838135402929.xml,816,"He's such a lovely man.  Oh, no, no, that's it. ",0.007214036770164967,0.007214036770164967
21952,21952,00:47:46:09,00:47:48:05,5274434588125702436.xml,859,Kept shtoom about the coffin. ,0.007210562936961651,0.007210562936961651
3446,3446,01:08:19:12,01:08:23:07,5248439298566680341.xml,1366,The point is I'm having  my own crisis at the moment. I've got paying customers  rocking up in an hour.,0.007202301640063524,0.007202301640063524
16578,16578,01:00:22:12,01:00:25:06,5266645664934403562.xml,1147,"""I was sick and you visited me,  ""I was in prison and you came  unto me.""",0.007197012193500996,0.007197012193500996
1888,1888,01:43:31:08,01:43:33:17,5245830105934359183.xml,1889,So what do I do with it?  You hand it in.  What if they think it's mine?  Or it's been used in a murder?,0.007160763256251812,0.007160763256251812
22807,22807,01:33:32:14,01:33:36:10,5274434588125702436.xml,1714,"Listen, I haven't been...close... ",0.0071593476459383965,0.0071593476459383965
7088,7088,00:28:16:12,00:28:26:06,5253646087419594905.xml,479,No way!  Really?  You joking? ,0.00715304259210825,0.00715304259210825
5695,5695,01:11:34:07,01:11:37:11,5251033029316736209.xml,1379,Why would Lucas  put his neck on the line for me?,0.007149882148951292,0.007149882148951292
13092,13092,00:11:39:04,00:11:40:07,5264050645694159353.xml,243,"Whoa!  What's your problem, Beale? ",0.007135443389415741,0.007135443389415741
20044,20044,00:52:13:09,00:52:22:06,5271844722846213628.xml,1014,And so what if she's not like  every other kid in playschool? All that matters is she has a mum ,0.0071245720610022545,0.0071245720610022545
22376,22376,01:09:45:20,01:09:47:13,5274434588125702436.xml,1283,"Course.  Still, it's a shame to make  Lauren miss out on the concert.",0.007122928276658058,0.007122928276658058
10146,10146,01:24:36:02,01:24:39:09,5256228221757951173.xml,1435,I just wanted to clear my head.  You'll have longer to get it clear if  the big day's next year.,0.00711624464020133,0.00711624464020133
11961,11961,01:06:25:23,01:06:29:14,5258818087037440299.xml,1330,I can't believe I'm hearing this.  She got everything she deserved.,0.007108766585588455,0.007108766585588455
15283,15283,02:15:34:17,02:15:36:02,5264050645694159353.xml,2434,"And if all else fails, ",0.007107934914529324,0.007107934914529324
12582,12582,01:43:23:24,01:43:27:02,5258818087037440299.xml,1951,Is there something wrong?  Er...,0.007104173302650452,0.007104173302650452
14795,14795,01:45:04:05,01:45:05:20,5264050645694159353.xml,1946,"Did you get your stuff  from Ronnie's? Look, don't start.",0.007099106442183256,0.007099106442183256
16450,16450,00:52:54:24,00:52:58:20,5266645664934403562.xml,1019,"Well, not at school, at the gates  outside as my mum dropped me off.",0.0070717185735702515,0.0070717185735702515
15786,15786,00:18:32:14,00:18:36:13,5266645664934403562.xml,355,that he and Tanya set the whole  thing up.  You know that Max.,0.00706365006044507,0.00706365006044507
21982,21982,00:49:31:23,00:49:32:17,5274434588125702436.xml,889,Have you been discussing me?  It's not like she's saying.,0.0070603895001113415,0.0070603895001113415
22780,22780,01:32:28:14,01:32:32:03,5274434588125702436.xml,1687,Is there...any other reason  for your little visit?,0.007052386645227671,0.007052386645227671
2374,2374,00:15:51:14,00:16:06:02,5248439298566680341.xml,294,"That was so lovely.  I missed you so much. Get off me, woman!  We're supposed  to be making a decision.",0.007047412451356649,0.007047412451356649
13411,13411,00:27:29:07,00:27:35:02,5264050645694159353.xml,562,"Let her go.  Jack Branning, I am arresting you  on suspicion of attempted murder.",0.007030873093754053,0.007030873093754053
8928,8928,00:12:54:00,00:12:55:10,5256228221757951173.xml,217,I'm gonna kill it  when it's fully flowered.,0.007030638866126537,0.007030638866126537
615,615,00:35:03:00,00:35:04:17,5245830105934359183.xml,616,"You know.  What are you babbling on about, Ricky? He's white?",0.007022327743470669,0.007022327743470669
242,242,00:14:49:22,00:14:51:12,5245830105934359183.xml,243,"Since I said I was going out with  this Fiona bird, she's been a bit...",0.007016738876700401,0.007016738876700401
5247,5247,00:47:24:21,00:47:31:01,5251033029316736209.xml,931,"And a comic.  All right, tiger.  You drive a hard bargain.  High five.",0.007014431990683079,0.007014431990683079
40,40,00:02:19:05,00:02:20:24,5245830105934359183.xml,41,For a Teletubby.  That's not what my last fare thought.,0.007013664580881596,0.007013664580881596
2794,2794,00:36:56:10,00:36:58:21,5248439298566680341.xml,714,There's gotta be a reason.  Probably the idea of kissing my brother.,0.007012864109128714,0.007012864109128714
7774,7774,01:06:09:07,01:06:12:09,5253646087419594905.xml,1165,"Well, you and Stace.  I mean you went  out together a week or so ago, and she's been really weird ever since.",0.0070061031728982925,0.0070061031728982925
7445,7445,00:46:43:13,00:46:47:14,5253646087419594905.xml,836,A juicer!  I'll go and have a look.  So a juicer wouldn't be crossing the line?,0.007003019563853741,0.007003019563853741
15090,15090,02:03:17:09,02:03:21:09,5264050645694159353.xml,2241,Then she'd have  all these lovely ringlets.,0.007002634461969137,0.007002634461969137
5506,5506,01:01:38:17,01:01:41:22,5251033029316736209.xml,1190,A fry up?  What are you trying to do to me? It's a great hangover cure.  Clears out all the toxins.,0.006998357363045216,0.006998357363045216
14464,14464,01:27:12:15,01:27:15:08,5264050645694159353.xml,1615,"to two contestants.  Obviously  I couldn't enter because it wouldn't be fair, would it?",0.0069944001734256744,0.0069944001734256744
64,64,00:04:01:10,00:04:03:20,5245830105934359183.xml,65,Do you think it's  gonna be a girl or a boy?,0.006977542769163847,0.006977542769163847
7668,7668,00:59:31:23,00:59:33:20,5253646087419594905.xml,1059,But we can renew our vows. ,0.00697135366499424,0.00697135366499424
9893,9893,01:08:46:20,01:08:49:00,5256228221757951173.xml,1182,"or we won't come up with anything  for her wedding outfit,",0.006970629561692476,0.006970629561692476
19201,19201,00:08:50:15,00:08:52:24,5271844722846213628.xml,171,Surprised it took him this long.  You don't know what you're talking about.,0.006958974525332451,0.006958974525332451
16950,16950,01:22:29:16,01:22:34:02,5266645664934403562.xml,1519,Seriously?  But how we going to pay for it?,0.006948212627321482,0.006948212627321482
12491,12491,01:37:58:07,01:38:01:07,5258818087037440299.xml,1860,But it's not all bad being a virgin. ,0.0069444989785552025,0.0069444989785552025
18639,18639,01:04:26:04,01:04:32:05,5269245838135402929.xml,1103,"So they lose their old man,  and what they stupidly thought was a good childhood,",0.006937142461538315,0.006937142461538315
20503,20503,01:17:19:06,01:17:23:04,5271844722846213628.xml,1473,"Thanks to you, Shirl, I might be  in for some major love later.",0.006922201253473759,0.006922201253473759
20207,20207,01:01:33:21,01:01:35:07,5271844722846213628.xml,1177,If only there was some way that  I looked like I own the Vic.,0.0069218226708471775,0.0069218226708471775
11605,11605,00:48:38:10,00:48:42:12,5258818087037440299.xml,974,"I don't know what's going on in  your head, but there's nothing going on between me and Ronnie.",0.006905111484229565,0.006905111484229565
735,735,00:40:39:21,00:40:43:18,5245830105934359183.xml,736,"The only thing upsetting me,  is you banging on.",0.006879627238959074,0.006879627238959074
1143,1143,01:02:03:23,01:02:05:08,5245830105934359183.xml,1144,"Oh, what was it you wanted? ",0.006878270767629147,0.006878270767629147
605,605,00:34:22:08,00:34:28:13,5245830105934359183.xml,606,"What, you, me, and him  just making small talk, eating cheesy nibbles?  Suzy invited us round, not him.",0.006875035353004932,0.006875035353004932
20625,20625,01:24:58:01,01:25:02:01,5271844722846213628.xml,1595,Not for anything on this earth. ,0.006869442295283079,0.006869442295283079
14166,14166,01:09:14:24,01:09:19:16,5264050645694159353.xml,1317,"Grandma, don't spoil  this for me, please.",0.006858956068754196,0.006858956068754196
3922,3922,01:32:10:20,01:32:35:07,5248439298566680341.xml,1842,"Right.  Men, who needs them?  Nothing mends a broken heart  like tequila. Come on, and the rest. ",0.006848191376775503,0.006848191376775503
16655,16655,01:04:30:05,01:04:34:06,5266645664934403562.xml,1224,Amir Khan?  Yeah... but the similarities end there  unfortunately.,0.0068475641310215,0.0068475641310215
17610,17610,00:03:12:19,00:03:29:21,5269245838135402929.xml,74,"Well, at least you don't have  to deal with the Christmas rush.",0.006847228389233351,0.006847228389233351
21380,21380,00:16:49:02,00:16:52:21,5274434588125702436.xml,287,"Don't you think I learned my lesson?  I'm never letting things  with your mum get between you and me, all right?",0.006846641656011343,0.006846641656011343
20351,20351,01:09:02:20,01:09:05:05,5271844722846213628.xml,1321,"I can't keep taking time off work!  Look, I've got a stag do tonight!",0.006845868192613125,0.006845868192613125
