,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score,score_hf
10337,10337,01:36:19:22,01:36:23:00,5256228221757951173.xml,1626,Watching won't make him  come any quicker. That is where you're wrong. ,events,,0.5408176779747009
17221,17221,01:37:08:01,01:37:09:09,5266645664934403562.xml,1790,Talk about headstrong.  You couldn't tell my Sam anything.,events,,0.5406877398490906
22825,22825,01:34:27:14,01:34:33:15,5274434588125702436.xml,1732,That's how much he cares.  Last night was down to me.  So just stop trying to make  something out of nothing.,events,,0.5405853390693665
11448,11448,00:40:26:14,00:40:28:15,5258818087037440299.xml,817,"Me?  I don't think so.  Oh, where's your sense of adventure?",events,,0.5405812859535217
223,223,00:13:55:13,00:13:57:04,5245830105934359183.xml,224,"Coffee?  I could do with  a break. No, I've gotta get back.",events,,0.54047030210495
19823,19823,00:40:30:01,00:40:31:20,5271844722846213628.xml,793,"It's good she's got her  friends around her, OK?",events,,0.5403606295585632
2858,2858,00:40:48:14,00:40:49:15,5248439298566680341.xml,778,"Pat, you were right! ",events,,0.5402811765670776
14469,14469,01:27:27:18,01:27:29:05,5264050645694159353.xml,1620,Tiffany Dean! ,events,,0.54021155834198
10030,10030,01:16:37:00,01:16:40:06,5256228221757951173.xml,1319,"I've gotta, ain't I?  Well, what you come for?",events,,0.540204644203186
10427,10427,01:41:20:02,01:41:26:03,5256228221757951173.xml,1716,"So...  Why do you want to hear  from him anyway, eh?",events,,0.5402026772499084
13059,13059,00:10:29:09,00:10:45:11,5264050645694159353.xml,210,"Text me as soon as you get there.  Look, are you actually gonna  sit down and say ""bye"", or are you just gonna hover? Your turn.  No way!",events,,0.540186882019043
10001,10001,01:15:20:22,01:15:24:02,5256228221757951173.xml,1290,"I'd just gotta say, I'd love  to be your matron of honour.",events,,0.5400441288948059
14432,14432,01:25:15:18,01:25:19:02,5264050645694159353.xml,1583,"No, course not. ",events,,0.5400036573410034
19522,19522,00:25:06:11,00:25:22:06,5271844722846213628.xml,492,Would you like to come in? ,events,,0.5399914979934692
9005,9005,00:17:30:05,00:17:38:12,5256228221757951173.xml,294,"Whatever you do, though, ",events,,0.539947509765625
1837,1837,01:40:15:21,01:40:17:02,5245830105934359183.xml,1838,Rooting around in that geezer's  stuff.,events,,0.5399036407470703
18701,18701,01:08:42:06,01:08:43:10,5269245838135402929.xml,1165,# Der-duh-duh-duh-duh-duh-duh ,events,,0.5399001836776733
73,73,00:04:26:02,00:04:30:06,5245830105934359183.xml,74,"Not a girl?  You asked me to make a choice, so I made one.",events,,0.5398960709571838
1367,1367,01:13:37:07,01:13:41:15,5245830105934359183.xml,1368,I want you to feed the attack.  He means pass the ball. Get out there.  Feed it.  Don't forget.  Give us those.,events,,0.5397660732269287
5675,5675,01:10:23:10,01:10:25:17,5251033029316736209.xml,1359,"When do I start?  Look, I'm afraid it's not as simple as that.",events,,0.5397608876228333
14601,14601,01:34:25:22,01:34:31:18,5264050645694159353.xml,1752,"That's the first I've heard of it.  I promise you. So it's all lies, is it?  It's all lies?  The gun?",events,,0.5396764874458313
9551,9551,00:48:51:23,00:48:54:14,5256228221757951173.xml,840,"Peggy, can you just give us a  minute darling? What's she said?",events,,0.5396469831466675
12255,12255,01:21:41:11,01:21:44:09,5258818087037440299.xml,1624,"ready to make their comedy debut,  so please be gentle. Without further ado,",events,,0.5394362807273865
222,222,00:13:53:20,00:13:55:12,5245830105934359183.xml,223,You could help us unpack if you want. ,events,,0.5393523573875427
1540,1540,01:22:47:08,01:22:48:10,5245830105934359183.xml,1541,No... ,events,,0.5393106937408447
18303,18303,00:44:28:07,00:44:42:21,5269245838135402929.xml,767,"It's me, Masood.  Can we talk?  No, it has to be in private.  I've got a proposition for you. ",events,,0.539251983165741
5899,5899,01:21:23:11,01:21:26:16,5251033029316736209.xml,1583,"Sorry, I didn't mean that  the way it came out.",events,,0.5391415953636169
11446,11446,00:40:19:11,00:40:24:21,5258818087037440299.xml,815,"Well, you're full of surprises,  I'll give you that.",events,,0.5391078591346741
21825,21825,00:40:13:21,00:40:30:13,5274434588125702436.xml,732,"There's nothing  you can do about that, Tanya. I miss them, Dot.  I miss holding them,  I miss smelling them.",events,,0.5389477014541626
1552,1552,01:23:31:04,01:23:35:12,5245830105934359183.xml,1553,"It looks great!  Well, that's not straight, is it?",events,,0.5387789011001587
17256,17256,01:38:24:22,01:38:26:15,5266645664934403562.xml,1825,I'd like to thank the both of you  for your generous hospitality. It's much appreciated.,events,,0.538686990737915
14553,14553,01:31:49:22,01:31:51:18,5264050645694159353.xml,1704,"What?  That's blood, isn't it? Nah, that's nothing. What happened?",events,,0.5386836528778076
561,561,00:32:16:04,00:32:20:23,5245830105934359183.xml,562,Sure you can handle  all this sneaking around?,events,,0.5386807322502136
16027,16027,00:30:04:23,00:30:08:12,5266645664934403562.xml,596,"Yeah, it's a good idea. ",events,,0.5386167168617249
4909,4909,00:29:25:22,00:29:27:00,5251033029316736209.xml,593,"I hate you so much!  That's nice, innit!",events,,0.5385587811470032
19389,19389,00:18:52:23,00:18:57:03,5271844722846213628.xml,359,"No.  William and Holly.  After my nan and granddad. Just gotta find someone  to love me first, haven't I?",events,,0.5385375618934631
11987,11987,01:07:16:19,01:07:24:16,5258818087037440299.xml,1356,"Well, come in, why don't ya?  Yeah, very domesticated. ",events,,0.5385372638702393
983,983,00:53:57:13,00:53:58:16,5245830105934359183.xml,984,Maybe it ain't like that for you. ,events,,0.5384982228279114
10925,10925,00:12:49:12,00:12:56:19,5258818087037440299.xml,294,"I'm trying to do you a favour here.  Well, you know where to stick it. Now, that's funny - you said  that without moving your lips.",events,,0.5384924411773682
1508,1508,01:21:15:18,01:21:16:15,5245830105934359183.xml,1509,What if he don't fancy me no more? ,events,,0.5383829474449158
18138,18138,00:33:13:13,00:33:17:11,5269245838135402929.xml,602,Are you happy with this arrangement  or do you wish to seek alternative representation?,events,,0.5383312702178955
12598,12598,01:44:00:03,01:44:03:03,5258818087037440299.xml,1967,Not that I've had a  girlfriend as of yet.  But...,events,,0.5383296608924866
19158,19158,00:06:48:22,00:06:50:07,5271844722846213628.xml,128,I'm Natalie and I'm gonna  be your midwife.,events,,0.5382653474807739
7118,7118,00:30:18:02,00:30:27:20,5253646087419594905.xml,509,"I've got my own money, thanks.  Right.  Well, don't let me  hold you up. Where's Stacey?  I'm starving. ",events,,0.5378549098968506
15218,15218,02:11:08:20,02:11:19:19,5264050645694159353.xml,2369,"You won't be on your own.  No, Grandma, listen.  It's not that. I just don't want to see him,  whatever state he's in...  I don't care.",events,,0.5378173589706421
17920,17920,00:19:09:05,00:19:12:18,5269245838135402929.xml,384,"I've got very good contacts  in Prague. What do you thing I am, a pimp? ",events,,0.5377629995346069
11409,11409,00:37:56:16,00:38:01:05,5258818087037440299.xml,778,"Yeah, well, have you ever found  anything you shouldn't have...",events,,0.5376877188682556
5637,5637,01:08:22:13,01:08:24:01,5251033029316736209.xml,1321,Yeah and I really appreciate it. ,events,,0.5376656651496887
11050,11050,00:20:06:04,00:20:12:16,5258818087037440299.xml,419,"What are YOU doing here?  She needs her jacket. Yeah, well, straight in and out.",events,,0.537577748298645
19265,19265,00:11:43:08,00:11:46:12,5271844722846213628.xml,235,"I mean, if I can land one like him,  what's stopping you?",events,,0.5374149084091187
21999,21999,00:50:32:12,00:50:36:00,5274434588125702436.xml,906,"I'm sorry, all right? ",events,,0.5374142527580261
4396,4396,00:03:40:22,00:03:44:05,5251033029316736209.xml,80,"You're a beautiful,  mature woman, Peggy.",events,,0.5373557209968567
3412,3412,01:07:01:01,01:07:01:21,5248439298566680341.xml,1332,"Oh, lovely.  You are a genius!",events,,0.5373387336730957
21320,21320,00:12:12:18,00:12:14:12,5274434588125702436.xml,227,"I'm sure she'll get back to me soon,  all right? What's for dinner, then?",events,,0.5370762348175049
5417,5417,00:56:33:23,00:56:35:03,5251033029316736209.xml,1101,"Of course I do.  You said you trusted me. Yeah, but I thought...",events,,0.5370687246322632
11682,11682,00:53:41:00,00:53:44:18,5258818087037440299.xml,1051,"Dawn is.  Dad, please just leave.  Don't be like that. I just come round to help you.",events,,0.5370563864707947
16270,16270,00:40:52:02,00:40:54:00,5266645664934403562.xml,839,"Really?  Trust me, everyone in the Vic is going to love it.",events,,0.536944568157196
11621,11621,00:49:54:05,00:49:56:16,5258818087037440299.xml,990,And I was wondering if you could  have a word with him? No problem.,events,,0.5369359850883484
6138,6138,01:32:51:00,01:32:52:23,5251033029316736209.xml,1822,"Peter don't seem that type, though. ",events,,0.536887526512146
12675,12675,01:48:09:17,01:48:12:12,5258818087037440299.xml,2044,Maybe you're having second thoughts.  About what? About France.  About me.,events,,0.5368639230728149
781,781,00:43:40:19,00:43:47:16,5245830105934359183.xml,782,"Vinnie, d'you fancy a pint?  Yeah.  Thanks. What do you want me to do,  never talk to him? Listen, Callum,",events,,0.5368099212646484
16819,16819,01:14:47:21,01:14:50:14,5266645664934403562.xml,1388,"All right, Grandma? ",events,,0.5364670753479004
1120,1120,01:00:56:03,01:00:57:15,5245830105934359183.xml,1121,I'm a terrible person.  Finding it difficult?,events,,0.5363708734512329
10106,10106,01:22:08:11,01:22:11:18,5256228221757951173.xml,1395,Looking for this? ,events,,0.5362244248390198
19397,19397,00:19:24:20,00:19:25:09,5271844722846213628.xml,367,"And what about you, Suzy? ",events,,0.5362241864204407
14880,14880,01:51:06:24,01:51:13:12,5264050645694159353.xml,2031,"And I'll always...  always be here for you.  OK?  All right, we'll work it out.",events,,0.5357637405395508
21598,21598,00:28:54:15,00:28:56:20,5274434588125702436.xml,505,Am I missing something here?  Underneath.,events,,0.5357574224472046
16056,16056,00:31:10:01,00:31:14:03,5266645664934403562.xml,625,"Two teas, please, Ian.  He's always just waiting  to have a pop at me.",events,,0.5357394814491272
6784,6784,00:10:20:03,00:10:27:22,5253646087419594905.xml,175,"Good girl.  Where were they hiding?  I'm so sorry, Ronnie. ",events,,0.5356820225715637
184,184,00:11:21:17,00:11:23:05,5245830105934359183.xml,185,Nothing.  Liam needs picking up.  And the tap in the bathroom is dripping.,events,,0.5354411005973816
17075,17075,01:28:46:12,01:28:48:02,5266645664934403562.xml,1644,"Thanks for your support(!)  No, I didn't mean...  It was just... What?  That I'm guilty?",events,,0.535260796546936
4157,4157,01:46:16:06,01:46:21:08,5248439298566680341.xml,2077,Instead you're working on a  crappy market stall and renting a room off my Uncle Charlie.,events,,0.535112738609314
2223,2223,00:07:58:06,00:08:04:23,5248439298566680341.xml,143,That woman!  Who? Pat.  She's always showing off. ,events,,0.5347814559936523
14252,14252,01:14:40:10,01:14:43:15,5264050645694159353.xml,1403,There's no visits.  Nothing.  They're gone now and they're  no longer part of your life.,events,,0.5346119403839111
6861,6861,00:14:58:19,00:15:03:02,5253646087419594905.xml,252,# Dress me up for battle  # When all I want is peace...  # ,events,,0.5345261096954346
4822,4822,00:25:49:10,00:25:53:01,5251033029316736209.xml,506,"He's amazing, isn't he?  I'm so lucky.  Daddy! I'll go.  No, it's all right. You just stay there and relax, I'll do it.",events,,0.534496009349823
1220,1220,01:07:03:21,01:07:05:18,5245830105934359183.xml,1221,I thought I could handle it. ,events,,0.5344822406768799
615,615,00:35:03:00,00:35:04:17,5245830105934359183.xml,616,"You know.  What are you babbling on about, Ricky? He's white?",events,,0.5344179272651672
12083,12083,01:12:36:24,01:12:44:24,5258818087037440299.xml,1452,"You only care about yourself!  You don't really think that, do you? I just wanna see my sister!  Ronnie!",events,,0.5343876481056213
6476,6476,01:50:43:14,01:50:47:00,5251033029316736209.xml,2160,I can't believe what an idiot  you are sometimes.,events,,0.5342072248458862
17182,17182,01:34:49:15,01:34:51:02,5266645664934403562.xml,1751,You wouldn't enjoy it.  I mean  look at the poor little bloke.,events,,0.5341498255729675
21694,21694,00:32:55:13,00:32:57:16,5274434588125702436.xml,601,"I appreciate the offer,  but I'm already spoken for.",events,,0.5341432690620422
11435,11435,00:39:35:20,00:39:38:07,5258818087037440299.xml,804,"Why not?  You spend half your  life there these days.  You have been going to the gym, haven't you?",events,,0.5339256525039673
20345,20345,01:08:42:22,01:08:47:08,5271844722846213628.xml,1315,"But really,  you don't need to do that. Well, I have. ",events,,0.5338659286499023
20790,20790,01:34:35:17,01:34:37:10,5271844722846213628.xml,1760,There's something...  What?,events,,0.5335684418678284
10369,10369,01:38:24:23,01:38:28:20,5256228221757951173.xml,1658,We out of wine? ,events,,0.5334189534187317
8237,8237,01:31:56:02,01:31:59:22,5253646087419594905.xml,1628,I don't want a discount  cos there's two of them but because they are rubbish.,events,,0.5333910584449768
1294,1294,01:10:01:12,01:10:02:07,5245830105934359183.xml,1295,"Here, use this!  OW!",events,,0.5331541895866394
1637,1637,01:28:43:02,01:28:47:14,5245830105934359183.xml,1638,"I just wanted you to know that.  Yeah, you're not doing me a favour. ",events,,0.5330562591552734
9233,9233,00:31:05:03,00:31:10:17,5256228221757951173.xml,522,"Don't worry, I've got some  plasters here.",events,,0.5330514311790466
7798,7798,01:07:32:11,01:07:40:02,5253646087419594905.xml,1189,"What do you think, Stace?  Well, who cares?  It's gonna be lovely whatever it is. Well, that's where... ",events,,0.5329812169075012
1511,1511,01:21:20:11,01:21:22:11,5245830105934359183.xml,1512,No-one could be that stupid. ,events,,0.5327693819999695
22132,22132,00:57:45:23,00:57:47:24,5274434588125702436.xml,1039,"All right, see you later.  Someone looks pleased  with themselves. Just work stuff.",events,,0.5327370166778564
3090,3090,00:51:08:05,00:51:09:11,5248439298566680341.xml,1010,"It's nice to spend a bit of time  with you.  I've missed it. Yeah, me too.",events,,0.5327343940734863
4235,4235,01:50:58:19,01:51:01:10,5248439298566680341.xml,2155,"Chips in front of the TV,  or the big adventure?",events,,0.5326760411262512
13221,13221,00:17:45:10,00:17:53:16,5264050645694159353.xml,372,What is it?  Go on.  Go and try it on.,events,,0.5326640009880066
4526,4526,00:10:24:13,00:10:26:06,5251033029316736209.xml,210,"lovely.  Sean and Roxy look a bit  rough, but you scrub up quite well for an old bird.",events,,0.5325723886489868
10553,10553,01:49:07:05,01:49:09:17,5256228221757951173.xml,1842,Wait a minute.  What?,events,,0.5325031280517578
14180,14180,01:10:44:06,01:10:46:16,5264050645694159353.xml,1331,We could be so happy. ,events,,0.5324910283088684
4950,4950,00:31:54:01,00:32:02:19,5251033029316736209.xml,634,"Have I ever let you down before?  Right, then.  And I'll mend this for  you, all right?",events,,0.5322245359420776
18920,18920,01:21:11:16,01:21:14:04,5269245838135402929.xml,1384,I'm quietly confident. ,events,,0.5320296287536621
9908,9908,01:09:30:01,01:09:34:10,5256228221757951173.xml,1197,"No, no, I mean yes...um, not with  Minty, no, no.  What would you do?",events,,0.53200763463974
16140,16140,00:34:50:18,00:34:52:23,5266645664934403562.xml,709,"She hasn't ordered anything.  Ian, do some work.",events,,0.5319141745567322
13773,13773,00:45:49:04,00:45:51:08,5264050645694159353.xml,924,"Come on, Tan, does it matter?  Yeah, how?",events,,0.5317900776863098
19191,19191,00:08:22:12,00:08:26:17,5271844722846213628.xml,161,Not a letter.  A phone call... ,events,,0.5317218899726868
22772,22772,01:32:03:12,01:32:06:21,5274434588125702436.xml,1679,You all right? ,events,,0.531697690486908
19923,19923,00:47:13:07,00:47:20:10,5271844722846213628.xml,893,You all right? ,events,,0.531697690486908
1344,1344,01:12:21:03,01:12:24:20,5245830105934359183.xml,1345,You think you can get an advance?  Yeah.,events,,0.5315706729888916
22609,22609,01:23:50:00,01:23:58:02,5274434588125702436.xml,1516,Cos it doesn't.  You're a child. ,events,,0.5310614109039307
20432,20432,01:13:22:11,01:13:28:10,5271844722846213628.xml,1402,"You'll be knitting booties next.  You know what, Mum?  That is rich.  You tell me to sort my life out  and the minute I do, you have a go!",events,,0.5309496521949768
18792,18792,01:14:03:17,01:14:11:10,5269245838135402929.xml,1256,It's the best option. ,events,,0.5308468341827393
12392,12392,01:31:43:21,01:31:48:06,5258818087037440299.xml,1761,"Personally, I think  that's aiming a bit high.",events,,0.5308228135108948
6629,6629,00:01:54:07,00:02:04:17,5253646087419594905.xml,20,Wonder who that is  this time of the morning. Don't you think  you're overdoing it slightly?,events,,0.5308029055595398
377,377,00:21:55:06,00:22:05:21,5245830105934359183.xml,378,"It's a cot.  Yes, it's a cot. Look, Rox, I know I'm not  exactly the caring, sharing, lentil-muncher type, but... When did you get it?  I brought it up here earlier.  sanded it all down, there's not a cat-in-hell's chance of any splinters",events,,0.5307750105857849
21175,21175,00:04:11:20,00:04:13:03,5274434588125702436.xml,82,"if you weren't his sister?  Hold on, he's not out to impress the girls.",events,,0.5307736396789551
8897,8897,00:10:11:11,00:10:18:01,5256228221757951173.xml,186,"Any idea whose this is?  Last season's.  It must be Ronnie's. She was in here earlier, so I'll  take it over to her. Hurry up, cos Ian's waiting for me, yeah?",events,,0.530678927898407
1496,1496,01:19:12:07,01:19:13:07,5245830105934359183.xml,1497,Who cares about Max? ,events,,0.5302814245223999
11754,11754,00:56:49:21,00:56:51:10,5258818087037440299.xml,1123,"I dunno what you're worrying about,  they let you off with a caution.",events,,0.5301297903060913
21446,21446,00:20:25:18,00:20:33:07,5274434588125702436.xml,353,"And one for this young lady, please.  No, thanks. I gotta be able to cheer ONE of you up.",events,,0.530112087726593
19194,19194,00:08:31:24,00:08:33:01,5271844722846213628.xml,164,Everything all right in here? ,events,,0.5300302505493164
22874,22874,01:37:03:02,01:37:06:07,5274434588125702436.xml,1781,"People gave me the money,  because I said I'd pay back their money plus 50% interest.",events,,0.530017077922821
11439,11439,00:39:44:01,00:39:47:05,5258818087037440299.xml,808,"Where have you been going, then? ",events,,0.5299587845802307
9033,9033,00:18:54:07,00:18:58:03,5256228221757951173.xml,322,"This isn't about you,  this is about Whitney.",events,,0.5299370884895325
22784,22784,01:32:39:10,01:32:41:08,5274434588125702436.xml,1691,Yeah.  Here you are.  I've brought your wages.,events,,0.5296417474746704
5789,5789,01:15:54:13,01:15:59:10,5251033029316736209.xml,1473,Can't I treat my little brother  once in a while? No.,events,,0.5295383930206299
11315,11315,00:33:45:11,00:33:47:24,5258818087037440299.xml,684,"Not having any luck?  No.  Mo said they'd be easy to  shift, but I haven't sold one yet.",events,,0.5295247435569763
7445,7445,00:46:43:13,00:46:47:14,5253646087419594905.xml,836,A juicer!  I'll go and have a look.  So a juicer wouldn't be crossing the line?,events,,0.5293999910354614
6466,6466,01:50:04:19,01:50:07:02,5251033029316736209.xml,2150,"Not a match made in heaven, then? ",events,,0.529220700263977
14960,14960,01:55:50:15,01:55:52:23,5264050645694159353.xml,2111,What you doing sitting in the dark? ,events,,0.5290653705596924
19676,19676,00:33:59:22,00:34:01:02,5271844722846213628.xml,646,Why?  You been somewhere? ,events,,0.5289342999458313
10161,10161,01:25:24:17,01:25:29:20,5256228221757951173.xml,1450,Less pressure.  See ya. ,events,,0.5289332270622253
549,549,00:31:43:06,00:31:45:19,5245830105934359183.xml,550,My Tony is not like  the rest of them.,events,,0.5289322137832642
12950,12950,00:05:20:20,00:05:23:02,5264050645694159353.xml,101,"What about my change?  Well, you'll just have to wait, won't you?",events,,0.528883695602417
21224,21224,00:07:02:22,00:07:05:09,5274434588125702436.xml,131,"It's a weird little thing, innit? ",events,,0.5287553668022156
19908,19908,00:46:17:11,00:46:19:11,5271844722846213628.xml,878,Do I make myself clear? ,events,,0.5286751985549927
5653,5653,01:09:19:16,01:09:22:19,5251033029316736209.xml,1337,"You're a very attractive woman.  Oh, my God.  You must get lonely some nights... Stop it.",events,,0.5286673307418823
7428,7428,00:45:49:24,00:45:53:03,5253646087419594905.xml,819,Go on then.  I'll do you  a favour this once! I never said I wanted a partner.  Or that I was going at all.,events,,0.5285226106643677
20701,20701,01:29:21:04,01:29:25:02,5271844722846213628.xml,1671,"Don't change much.  Well, get yourself a good brief and you'll be out of here in no time.",events,,0.5282609462738037
22573,22573,01:21:46:07,01:21:50:10,5274434588125702436.xml,1480,"So I'm sorry if I haven't been  the perfect dad of late, all right? However hard you try, it'll never  be enough. Don't say that.",events,,0.5282397270202637
1467,1467,01:17:26:06,01:17:28:06,5245830105934359183.xml,1468,You want a free cab ride?  I want more than one.,events,,0.5282277464866638
22553,22553,01:20:14:12,01:20:16:20,5274434588125702436.xml,1460,"What's this?  The £1,000 that you said I could not raise.",events,,0.5281752943992615
20082,20082,00:55:17:20,00:55:18:23,5271844722846213628.xml,1052,I don't know what to say. ,events,,0.5278816223144531
18336,18336,00:46:55:02,00:46:56:11,5269245838135402929.xml,800,"That's all right, I'll take care of  her.  Come on, you can't be in here.",events,,0.5278783440589905
12875,12875,00:01:50:08,00:01:55:02,5264050645694159353.xml,26,"That was nice of her, wasn't it?  Yeah.",events,,0.5278639793395996
4755,4755,00:22:48:00,00:22:49:13,5251033029316736209.xml,439,"You are such a boy scout, Bradley.  Hang on a minute.  I'm sure I've seen one somewhere. Thanks.",events,,0.527722954750061
15986,15986,00:28:06:14,00:28:10:01,5266645664934403562.xml,555,She just lied for you.  Now let's hope she can stick to it.,events,,0.5276573896408081
87,87,00:04:59:10,00:05:02:18,5245830105934359183.xml,88,"Now you're making the decisions.  Not Brian! It was my dad's name, Rox.",events,,0.5276458263397217
8909,8909,00:11:10:08,00:11:13:01,5256228221757951173.xml,198,"If she can't shake the past off  that's her lookout, not yours.",events,,0.527516782283783
8983,8983,00:16:09:13,00:16:14:13,5256228221757951173.xml,272,"Well, what d'you say?  Don't try and wind me up, Whit.  Cos it ain't gonna get you anywhere.",events,,0.5274872183799744
16797,16797,01:13:41:16,01:14:03:13,5266645664934403562.xml,1366,"Lucy, turn the music down.  Lucy!  Turn...  Thank you.  Hello?  No, she's not, who is it?  Well, whatever it's about, you  can tell me cos I'm her husband.",events,,0.5273262858390808
877,877,00:48:02:09,00:48:06:21,5245830105934359183.xml,878,"And they won't.  Oh, so tarting up second hand rubbish is your idea of providing for them, is it?",events,,0.5272725224494934
13043,13043,00:09:46:06,00:09:54:18,5264050645694159353.xml,194,"Well, you certainly seem to  have everything under control. Oh, years of practice, Archie! Years of practice. ",events,,0.5271284580230713
3892,3892,01:30:06:21,01:30:10:03,5248439298566680341.xml,1812,I don't have some secret stowed  away in some love nest. You just re-write history.,events,,0.5271167755126953
3714,3714,01:20:28:19,01:20:32:21,5248439298566680341.xml,1634,"No need, Peggy.  This is payment enough. ",events,,0.5269745588302612
15184,15184,02:09:05:23,02:09:06:05,5264050645694159353.xml,2335,"Well, there's something  I want you to do for me.",events,,0.526888370513916
9916,9916,01:09:51:22,01:09:54:04,5256228221757951173.xml,1205,"Right.  And she likes a bit of posh, don't she?",events,,0.5268508791923523
12503,12503,01:38:28:05,01:38:34:24,5258818087037440299.xml,1872,Mother and baby are doing just fine.  The father ain't doing too bad either. You OK to be down here darling?  Yeah. No more twinges? No. Good.,events,,0.5267646908760071
5705,5705,01:12:01:13,01:12:02:22,5251033029316736209.xml,1389,I suppose it's possible. ,events,,0.5266651511192322
6658,6658,00:03:28:20,00:03:32:17,5253646087419594905.xml,49,"Liam is.  I'm not.  She's right, mate. ",events,,0.5266384482383728
21805,21805,00:39:01:23,00:39:04:06,5274434588125702436.xml,712,"You just don't get this, do ya?  Sorry?",events,,0.5264655351638794
4764,4764,00:23:03:23,00:23:04:21,5251033029316736209.xml,448,"That's OK, Suzy.  I can grab  one in the garage or something.",events,,0.5263789296150208
13639,13639,00:39:57:18,00:39:59:01,5264050645694159353.xml,790,"And you'd know just how to do that,  wouldn't you, Jack?",events,,0.5262131094932556
1979,1979,01:48:19:10,01:48:21:16,5245830105934359183.xml,1980,"Why don't you go and have  a nice long, hot bath?",events,,0.5260858535766602
8165,8165,01:27:52:19,01:28:02:06,5253646087419594905.xml,1556,Thought you might like some milk.  Get that down you.  Here you are. And your toast...,events,,0.5258329510688782
5267,5267,00:48:51:14,00:48:56:05,5251033029316736209.xml,951,So I buy one.  What sort of sandwich?,events,,0.5257463455200195
20118,20118,00:57:11:04,00:57:13:03,5271844722846213628.xml,1088,Is he at the hospital?  Nope.,events,,0.525725781917572
11599,11599,00:48:24:24,00:48:27:19,5258818087037440299.xml,968,Is there something wrong?  You tell me.,events,,0.525531530380249
11922,11922,01:04:53:23,01:04:56:02,5258818087037440299.xml,1291,"Look it's got nothing to do with  Jack, all right? Then what's it got to do with? It's nothing.",events,,0.5252556800842285
17208,17208,01:36:30:13,01:36:32:09,5266645664934403562.xml,1777,"In fact, he reminds me  a bit of my Brian.",events,,0.5252485275268555
18951,18951,01:23:03:24,01:23:05:01,5269245838135402929.xml,1415,"Got any other little  surprises for me, have you?",events,,0.5252476334571838
6853,6853,00:14:48:22,00:14:50:10,5253646087419594905.xml,244,"Sorry, babe, but you know  how much this job means to me. Go on, then.  Off you go.",events,,0.5250104665756226
9590,9590,00:50:36:21,00:50:39:19,5256228221757951173.xml,879,I know you loved him. ,events,,0.5248553156852722
16480,16480,00:54:57:20,00:55:00:06,5266645664934403562.xml,1049,Just the three of us. ,events,,0.5248448848724365
21240,21240,00:08:04:00,00:08:07:15,5274434588125702436.xml,147,What's she told her brief? ,events,,0.5248030424118042
2848,2848,00:40:03:06,00:40:05:13,5248439298566680341.xml,768,"All right, then.  Thank you!  You are a good girl and I love you.",events,,0.5246761441230774
11034,11034,00:18:55:22,00:18:59:16,5258818087037440299.xml,403,"Yeah...  Well, I'm still sort of  settling in, but I'm doing my best.",events,,0.5245523452758789
21693,21693,00:32:52:19,00:32:55:12,5274434588125702436.xml,600,I got an emergency.  She thinks there's gonna be a party.,events,,0.524541974067688
8566,8566,01:49:10:01,01:49:13:11,5253646087419594905.xml,1957,How if you won't answer my calls?  I'm 19.  I just wannna act  like a 19-year-old for a bit.,events,,0.524516224861145
5227,5227,00:46:11:18,00:46:12:03,5251033029316736209.xml,911,(Hello. ) ,events,,0.5243926048278809
8387,8387,01:38:57:12,01:39:02:21,5253646087419594905.xml,1778,"Did Patrick tell you that?  Yes.  Well, no... ",events,,0.5243925452232361
1372,1372,01:13:50:14,01:13:52:13,5245830105934359183.xml,1373,Bradley! ,events,,0.5243825316429138
10185,10185,01:26:49:23,01:26:50:07,5256228221757951173.xml,1474,"Especially, for not  taking advantage.",events,,0.52437824010849
9983,9983,01:13:52:08,01:13:57:05,5256228221757951173.xml,1272,"Look, I never took your letter,  all right?  I swear on my baby's life. You don't have to go that far.  Just find me that bit of paper that you wrote on. Look, see?",events,,0.5242890119552612
9124,9124,00:23:09:11,00:23:11:15,5256228221757951173.xml,413,"You think?  No, not really.",events,,0.5241798758506775
21583,21583,00:27:43:09,00:27:50:23,5274434588125702436.xml,490,And I still ain't got things straight  in my head.,events,,0.5241356492042542
6472,6472,01:50:27:19,01:50:29:00,5251033029316736209.xml,2156,"No need.  Yeah, I know.",events,,0.5239289402961731
19201,19201,00:08:50:15,00:08:52:24,5271844722846213628.xml,171,Surprised it took him this long.  You don't know what you're talking about.,events,,0.5238036513328552
10018,10018,01:15:59:24,01:16:01:18,5256228221757951173.xml,1307,I thought we were meeting  at Fargo's?,events,,0.523785412311554
17008,17008,01:25:21:00,01:25:22:15,5266645664934403562.xml,1577,"Grandma.  It'll be fine, all right? ",events,,0.5236216187477112
20249,20249,01:03:23:06,01:03:24:16,5271844722846213628.xml,1219,"Well, why not? ",events,,0.5235657691955566
3726,3726,01:20:56:19,01:21:03:18,5248439298566680341.xml,1646,"You're gonna be just fine  on your own. What d'you mean, on my own,  where you gonna be? I meant while I'm at work. ",events,,0.5235527753829956
22821,22821,01:34:07:03,01:34:10:19,5274434588125702436.xml,1728,"Yeah?  Come on, let's go.  Whitney!  Can't talk, I've got to go to school.",events,,0.5233858823776245
16164,16164,00:36:10:03,00:36:11:21,5266645664934403562.xml,733,"Ah, my favourite boy.  You all right?",events,,0.5233138203620911
